Date,Dealer,Region,Vehicle_Model,Fuel_Type,Category,Units_Sold,Unit_Price,Customer_Satisfaction_Score,Revenue,Year,Image_URL
2023-08-19,Honda Car Hub,North,Jazz,Diesel,Hatchback,34,618448,7.5,21027232,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-06-06,Jeep Drive Hub,South,Meridian,Diesel,SUV,1,2490347,9.3,2490347,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-07-05,Tata Motors Autoworld,North,Altroz,Petrol,Hatchback,46,511763,9.2,23541098,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-10-29,Tata Motors Autoworld,North,Altroz,Electric,Hatchback,8,609417,6.4,4875336,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-11-30,Ford India Motors,Central,Endeavour,Petrol,SUV,23,1618620,6.6,37228260,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-01-25,Honda Car Hub,East,City,Petrol,Sedan,27,1484065,6.8,40069755,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2025-12-12,Renault Drive India,West,Kwid,Diesel,Hatchback,29,831383,7.6,24110107,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-02-20,Tata Motors Autoworld,North,Nexon,Diesel,SUV,6,2144733,7.5,12868398,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-05-07,BYD Electric India,East,Atto 3,Electric,Electric,5,2860430,8.8,14302150,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2024-06-19,Toyota Trust India,Central,Fortuner,Diesel,SUV,36,2742767,8.3,98739612,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-08-12,Tata Motors Autoworld,North,Tiago,Petrol,Hatchback,26,859406,5.0,22344556,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-07-20,Honda Car Hub,Central,Jazz,Petrol,Hatchback,47,626383,9.8,29440001,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2024-09-24,Nexa Maruti Suzuki,Central,Ciaz,Diesel,Sedan,48,979101,5.0,46996848,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2023-01-14,BYD Electric India,Central,e6,Diesel,Electric,39,3246121,8.7,126598719,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2023-11-26,Toyota Trust India,East,Hyryder,Petrol,SUV,4,1206466,5.7,4825864,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-04-29,Tata Motors Autoworld,North,Tiago,Diesel,Hatchback,10,676544,8.7,6765440,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-04-18,Hyundai Motor Plaza,Central,Venue,Diesel,SUV,10,1609924,8.7,16099240,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-11-08,Skoda Auto Hub,North,Kushaq,Diesel,SUV,20,1360244,6.5,27204880,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-09-20,MG Motors India,Central,Hector,Electric,SUV,3,2537156,6.3,7611468,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-12-20,Skoda Auto Hub,North,Kodiaq,Diesel,SUV,31,2323941,9.7,72042171,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-03-01,Mahindra First Choice,East,Scorpio,Petrol,SUV,30,2536693,5.2,76100790,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-08-04,MG Motors India,West,Hector,Petrol,SUV,32,1845857,9.6,59067424,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-02-12,Renault Drive India,North,Kwid,Petrol,Hatchback,27,575966,8.9,15551082,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2022-08-07,Jeep Drive Hub,South,Meridian,Diesel,SUV,48,2525974,8.9,121246752,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-08-30,Toyota Trust India,East,Hyryder,Diesel,SUV,11,1797568,5.3,19773248,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-06-12,Volkswagen Prime,West,Virtus,Petrol,Sedan,49,1391725,9.6,68194525,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2024-06-10,Toyota Trust India,Central,Camry,Petrol,Sedan,34,1476323,6.3,50194982,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-04-15,Mahindra First Choice,Central,Scorpio,Diesel,SUV,28,2747478,7.2,76929384,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-06-28,Nexa Maruti Suzuki,South,Ciaz,Petrol,Sedan,3,1622962,6.2,4868886,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2021-06-21,Nissan Auto World,East,Terrano,Diesel,SUV,43,2777097,8.6,119415171,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-07-12,Toyota Trust India,North,Yaris,Petrol,Sedan,27,1281178,7.5,34591806,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2025-12-03,Ford India Motors,South,Endeavour,Petrol,SUV,22,2358779,7.1,51893138,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-05-10,Volkswagen Prime,West,Virtus,Petrol,Sedan,45,998426,5.2,44929170,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-05-07,Jeep Drive Hub,Central,Compass,Petrol,SUV,13,2759866,5.3,35878258,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-12-18,Renault Drive India,West,Duster,Petrol,SUV,26,1519279,8.5,39501254,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-01-16,Kia Motors Arena,Central,Sonet,Petrol,SUV,23,2585046,5.9,59456058,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-11-19,Renault Drive India,West,Kwid,Electric,Hatchback,30,795776,7.3,23873280,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2021-09-29,Toyota Trust India,East,Camry,Petrol,Sedan,30,1297970,5.6,38939100,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2022-12-06,Mahindra First Choice,North,KUV100,Diesel,Hatchback,38,880186,7.0,33447068,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2021-12-10,Nissan Auto World,North,Magnite,Diesel,SUV,44,2790462,7.9,122780328,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-05-15,Ford India Motors,South,Endeavour,Diesel,SUV,3,2397590,7.9,7192770,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-06-10,Nexa Maruti Suzuki,East,Dzire,Diesel,Sedan,2,1168712,5.9,2337424,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2020-10-08,Skoda Auto Hub,South,Slavia,Diesel,Sedan,48,1129333,8.6,54207984,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2024-10-28,Honda Car Hub,Central,City,Petrol,Sedan,39,1500506,6.6,58519734,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2025-07-04,Renault Drive India,North,Kwid,Petrol,Hatchback,23,843180,9.5,19393140,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2020-06-02,Jeep Drive Hub,North,Meridian,Petrol,SUV,7,2503115,7.0,17521805,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-10-12,Mahindra First Choice,South,KUV100,Petrol,Hatchback,20,760035,6.3,15200700,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2021-12-13,Volkswagen Prime,North,Virtus,Diesel,Sedan,16,1507255,5.5,24116080,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2023-06-14,Jeep Drive Hub,South,Compass,Diesel,SUV,40,1387241,8.6,55489640,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-03-11,Hyundai Motor Plaza,South,i20,Petrol,Hatchback,17,797327,6.9,13554559,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-02-23,MG Motors India,North,Astor,Diesel,SUV,10,1557991,6.4,15579910,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-11-24,MG Motors India,East,Hector,Petrol,SUV,30,2189104,7.6,65673120,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-06-11,Honda Car Hub,Central,City,Diesel,Sedan,3,1751643,8.3,5254929,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2020-01-05,Honda Car Hub,East,Jazz,Diesel,Hatchback,33,663141,9.6,21883653,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-10-15,MG Motors India,East,Hector,Diesel,SUV,31,1779073,8.2,55151263,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-11-12,Volkswagen Prime,North,Polo,Petrol,Hatchback,36,572050,6.2,20593800,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2023-10-16,Skoda Auto Hub,West,Octavia,Diesel,Sedan,38,1010872,5.9,38413136,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2021-01-21,MG Motors India,North,Gloster,Electric,SUV,37,2313437,7.8,85597169,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-12-01,Tata Motors Autoworld,North,Altroz,Electric,Hatchback,19,745344,7.8,14161536,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2024-05-26,Nexa Maruti Suzuki,Central,WagonR,Diesel,Hatchback,44,577167,9.7,25395348,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2024-03-24,Nissan Auto World,North,Terrano,Diesel,SUV,21,1596338,8.9,33523098,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-01-14,Toyota Trust India,West,Hyryder,Electric,SUV,34,1492557,5.3,50746938,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-05-07,Nexa Maruti Suzuki,Central,Dzire,Petrol,Sedan,19,1670039,5.0,31730741,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2024-05-27,Toyota Trust India,East,Fortuner,Petrol,SUV,14,1626253,7.4,22767542,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-03-28,Mahindra First Choice,Central,KUV100,Diesel,Hatchback,48,894780,5.3,42949440,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-02-06,Jeep Drive Hub,West,Meridian,Diesel,SUV,23,1512165,7.8,34779795,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-09-25,Ford India Motors,Central,Endeavour,Diesel,SUV,16,2292422,5.0,36678752,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-07-18,Volkswagen Prime,West,Polo,Petrol,Hatchback,36,887624,9.6,31954464,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-05-07,Nissan Auto World,South,Terrano,Petrol,SUV,47,2169529,5.5,101967863,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-01-20,Hyundai Motor Plaza,East,i10,Diesel,Hatchback,17,783200,5.6,13314400,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2021-10-27,Ford India Motors,East,Endeavour,Petrol,SUV,19,2228637,5.3,42344103,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-04-02,MG Motors India,North,Astor,Diesel,SUV,8,2322883,7.0,18583064,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2020-01-31,Ford India Motors,South,Ecosport,Diesel,SUV,48,1490904,5.8,71563392,2020,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-12-21,Nexa Maruti Suzuki,West,Baleno,Diesel,Hatchback,37,582594,7.3,21555978,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2024-04-11,MG Motors India,North,Astor,Petrol,SUV,2,2968456,10.0,5936912,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-11-21,Tata Motors Autoworld,East,Tiago,Electric,Hatchback,38,794520,8.3,30191760,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/HATCHBACK%203D.jpg
2025-06-26,Kia Motors Arena,South,Sonet,Diesel,SUV,34,1266834,9.3,43072356,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2023-12-01,Toyota Trust India,North,Fortuner,Diesel,SUV,32,1465522,6.0,46896704,2023,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2025-03-23,Kia Motors Arena,East,Seltos,Diesel,SUV,34,2524134,7.0,85820556,2025,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-01-16,Nexa Maruti Suzuki,Central,Ciaz,Diesel,Sedan,4,1736017,6.1,6944068,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SEDAN%203D.jpg
2024-09-27,MG Motors India,North,Hector,Petrol,SUV,25,1416250,8.9,35406250,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2024-12-28,BYD Electric India,North,e6,Petrol,Electric,21,3348957,9.6,70328097,2024,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
2022-11-23,MG Motors India,Central,Hector,Petrol,SUV,8,2827864,7.8,22622912,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2021-11-06,Ford India Motors,South,Endeavour,Diesel,SUV,19,2251793,5.6,42784067,2021,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/SUV%203D.jpg
2022-07-14,BYD Electric India,South,Atto 3,Diesel,Electric,4,2604698,6.9,10418792,2022,https://raw.githubusercontent.com/aniketaditya29/Automobile-Sales-Market-Trend-Analysis-Power-BI-Python-Project/main/stock%20images/EV%203D.jpg
